buying,maint,doors,persons,lug_boot,safety,class
high,low,2,,med,low,
high,low,2,more,med,med,unacc
high,low,2,more,med,high,acc
high,low,2,more,,low,unacc
high,low,2,more,big,med,acc
high,low,2,more,big,high,acc
high,low,3,,small,low,unacc
high,low,3,2,small,med,unacc
high,low,3,2,small,high,unacc
high,low,3,2,med,low,unacc
high,low,3,2,med,med,unacc
high,,3,2,med,high,unacc
high,low,3,2,big,low,
high,low,3,2,big,med,unacc
high,low,3,2,big,high,unacc
high,low,3,4,small,low,unacc
high,low,3,4,small,med,unacc
high,low,3,4,small,high,acc
high,low,3,4,med,low,unacc
high,low,3,4,med,med,unacc
high,low,,4,med,high,acc
high,low,3,4,big,low,
high,low,3,4,big,med,acc
high,low,3,4,big,high,acc
high,low,3,more,small,low,unacc
high,low,3,more,small,med,unacc
high,low,3,more,small,high,acc
,,3,more,med,low,unacc
high,low,3,more,med,med,acc
high,low,3,more,med,high,acc
high,low,3,more,big,low,unacc
high,low,3,more,big,med,acc
high,low,3,more,big,high,acc
high,low,4,2,small,low,unacc
high,low,4,2,small,med,unacc
high,low,4,2,small,high,unacc
high,low,4,2,med,low,unacc
,low,4,2,med,med,unacc
high,,4,2,med,high,
high,low,,2,big,low,unacc
high,low,,2,,med,unacc
high,low,4,2,big,high,
high,,4,4,small,low,unacc
high,low,4,4,small,med,unacc
high,low,4,4,small,high,acc
high,low,4,4,med,low,unacc
high,low,4,4,med,med,acc
high,low,4,4,med,high,acc
high,low,4,4,big,,unacc
,low,4,4,big,med,acc
high,low,4,4,big,high,acc
high,low,4,more,small,low,unacc
high,low,4,more,small,med,unacc
high,low,4,more,small,high,acc
high,low,4,more,med,low,unacc
high,low,4,,med,med,acc
high,low,4,more,med,high,acc
high,low,4,more,big,low,unacc
,,4,more,big,med,acc
high,low,4,,big,high,acc
high,low,5more,2,small,low,unacc
high,low,5more,2,small,,unacc
high,low,5more,2,small,high,unacc
high,low,5more,2,med,low,unacc
high,low,,2,,med,unacc
high,low,,2,med,high,unacc
high,low,5more,2,big,low,unacc
high,low,5more,2,big,med,unacc
high,low,5more,2,big,high,unacc
high,low,5more,4,small,low,unacc
high,low,5more,4,small,med,unacc
high,low,5more,4,small,,acc
high,low,5more,4,med,low,
high,low,5more,4,med,med,acc
high,low,5more,4,med,high,acc
high,low,5more,4,big,low,unacc
high,,5more,4,big,med,acc
high,low,5more,4,big,high,acc
high,low,5more,more,small,low,unacc
high,low,5more,more,small,med,unacc
high,low,5more,more,small,high,acc
high,low,5more,more,med,low,unacc
high,,5more,more,med,med,acc
high,low,5more,more,med,high,
high,low,5more,more,big,low,unacc
high,low,5more,more,big,med,acc
high,low,5more,more,big,high,acc
med,vhigh,2,2,small,low,unacc
med,vhigh,2,2,small,med,unacc
med,vhigh,2,,small,high,unacc
med,vhigh,,2,med,low,unacc
med,vhigh,2,2,,med,unacc
med,vhigh,2,2,med,high,unacc
med,vhigh,2,2,big,low,unacc
,vhigh,2,,big,med,unacc
med,vhigh,2,2,big,high,unacc
med,vhigh,2,4,small,low,unacc
med,,2,4,small,med,unacc
,,2,4,small,high,acc
med,vhigh,2,4,med,low,unacc
med,vhigh,2,4,med,med,unacc
med,vhigh,2,4,med,high,acc
med,vhigh,2,4,,low,unacc
med,vhigh,2,4,big,med,acc
med,vhigh,2,4,big,high,acc
med,vhigh,2,,small,low,unacc
med,vhigh,2,more,small,med,unacc
med,vhigh,2,more,small,high,unacc
med,vhigh,2,more,med,low,unacc
med,vhigh,2,more,med,med,unacc
,vhigh,2,more,med,high,acc
med,vhigh,2,more,big,low,
med,vhigh,2,more,big,med,acc
med,vhigh,2,,big,high,acc
med,vhigh,3,2,small,low,unacc
med,vhigh,3,2,small,med,unacc
med,vhigh,3,2,small,high,unacc
med,vhigh,3,2,med,low,unacc
med,vhigh,3,2,med,med,unacc
med,vhigh,3,2,med,high,unacc
med,vhigh,3,2,big,low,unacc
med,vhigh,3,2,big,med,unacc
med,vhigh,3,2,big,high,unacc
med,vhigh,3,4,small,low,unacc
med,vhigh,3,4,small,med,unacc
med,vhigh,3,4,small,high,acc
,vhigh,3,4,med,low,unacc
med,vhigh,3,4,med,med,unacc
med,vhigh,3,4,med,high,acc
med,vhigh,3,4,big,low,unacc
med,vhigh,3,4,big,med,acc
med,vhigh,3,4,big,high,acc
med,vhigh,3,more,small,low,unacc
med,vhigh,3,more,small,med,unacc
med,vhigh,3,,small,high,acc
med,vhigh,3,more,med,low,unacc
med,vhigh,3,more,med,med,acc
med,vhigh,3,more,med,high,acc
med,vhigh,3,more,big,low,
med,vhigh,3,more,big,med,acc
med,vhigh,3,more,,high,acc
med,vhigh,4,2,small,low,unacc
med,vhigh,4,2,small,med,unacc
med,vhigh,4,2,small,high,unacc
med,vhigh,4,,med,low,unacc
med,vhigh,4,2,med,med,unacc
med,vhigh,4,2,med,high,unacc
med,vhigh,4,2,big,low,unacc
med,vhigh,4,2,big,med,unacc
med,vhigh,4,2,big,high,unacc
med,vhigh,4,,small,low,unacc
med,vhigh,4,4,,med,unacc
med,vhigh,4,4,small,high,acc
med,vhigh,4,4,med,low,unacc
med,vhigh,4,4,med,med,acc
med,,,4,med,high,acc
med,vhigh,4,4,big,low,unacc
med,vhigh,4,4,big,med,acc
med,,4,4,big,high,acc
med,vhigh,4,more,small,low,
med,vhigh,4,more,small,med,unacc
med,vhigh,4,more,small,high,acc
med,vhigh,4,more,med,low,unacc
med,vhigh,4,more,med,med,acc
med,vhigh,4,more,med,high,acc
med,vhigh,4,more,big,low,unacc
med,vhigh,4,more,,med,acc
med,,4,more,big,high,acc
med,vhigh,5more,2,small,,unacc
med,vhigh,5more,2,small,med,unacc
med,vhigh,5more,2,small,high,
med,vhigh,5more,2,med,,unacc
med,vhigh,5more,2,med,,unacc
med,vhigh,5more,2,med,,unacc
med,vhigh,5more,2,big,low,unacc
med,vhigh,5more,2,,med,unacc
med,vhigh,5more,2,big,high,unacc
med,vhigh,5more,4,small,low,unacc
med,vhigh,5more,4,small,med,unacc
med,vhigh,5more,4,small,high,acc
,vhigh,5more,,med,low,unacc
med,vhigh,5more,4,med,med,acc
med,vhigh,,4,med,high,acc
med,vhigh,5more,4,big,,unacc
med,vhigh,5more,4,,,acc
med,,5more,4,big,high,acc
med,vhigh,5more,more,small,low,unacc
med,,5more,more,small,med,unacc
med,vhigh,5more,more,small,high,acc
med,vhigh,5more,more,med,low,unacc
med,vhigh,5more,more,med,med,acc
med,vhigh,5more,more,med,high,acc
med,vhigh,5more,more,big,low,unacc
med,vhigh,5more,more,big,med,acc
med,vhigh,5more,more,big,high,acc
med,high,2,2,small,low,unacc
med,high,2,2,small,med,unacc
med,high,2,2,small,high,unacc
med,high,2,2,med,low,unacc
med,high,2,2,,med,unacc
med,high,2,2,med,high,unacc
med,high,2,2,big,,unacc
med,high,2,2,big,med,unacc
med,high,2,2,,high,unacc
med,high,2,4,small,low,unacc
med,high,2,4,small,med,
,high,2,4,small,high,acc
med,high,2,4,med,low,unacc
med,high,2,4,med,med,unacc
med,high,2,4,med,,acc
med,high,2,4,big,low,unacc
med,high,2,4,big,med,acc
med,high,2,4,big,high,acc
med,high,2,,small,low,unacc
med,,2,more,small,med,unacc
med,high,,more,small,high,unacc
med,high,2,more,med,low,unacc
med,high,2,more,,med,unacc
med,high,2,more,med,high,acc
med,high,2,more,big,low,unacc
med,high,2,more,big,med,acc
med,high,2,more,big,high,acc
med,high,3,2,small,low,unacc
med,high,3,2,small,med,unacc
med,high,3,2,,high,unacc
med,high,3,2,med,low,
med,high,3,2,med,med,unacc
med,high,3,2,med,high,unacc
med,high,3,2,big,low,unacc
med,high,3,2,big,med,unacc
med,high,,2,big,high,unacc
med,high,3,4,small,,unacc
med,high,3,4,small,med,unacc
med,high,3,4,small,high,acc
med,high,3,4,med,low,unacc
med,high,3,4,med,med,unacc
med,high,3,4,med,high,acc
med,high,3,4,big,low,unacc
med,high,3,4,big,,acc
med,high,3,4,big,high,acc
med,high,3,more,small,low,unacc
med,,3,more,small,med,unacc
med,high,3,more,small,high,acc
med,high,3,more,med,low,
,high,3,more,,med,acc
med,high,3,more,med,high,acc
med,high,3,more,,low,unacc
med,high,3,,big,med,acc
med,high,3,more,big,high,acc
med,high,,2,small,low,unacc
med,high,4,2,small,med,unacc
med,high,4,2,small,high,unacc
med,high,4,2,,low,unacc
med,high,4,2,med,med,unacc
med,high,4,2,med,,unacc
med,high,4,2,big,low,unacc
,high,4,2,big,med,unacc
med,high,4,2,big,high,unacc
med,high,4,4,small,low,unacc
med,high,4,4,small,med,unacc
med,high,4,4,small,high,acc
med,high,4,4,med,low,unacc
med,high,4,4,med,med,acc
med,high,4,4,med,high,acc
med,high,4,4,big,low,unacc
med,,4,4,big,med,acc
med,high,4,4,,high,acc
med,high,4,more,small,low,unacc
med,high,4,more,small,med,unacc
med,high,4,more,small,high,acc
med,high,4,more,med,low,unacc
med,high,4,more,med,med,acc
med,high,4,more,med,high,acc
med,high,4,more,big,low,unacc
med,high,4,more,big,med,acc
med,high,4,more,big,high,acc
med,high,5more,2,small,,unacc
med,high,5more,2,small,,unacc
med,high,5more,2,small,high,unacc
med,high,5more,2,med,low,unacc
med,high,5more,2,med,med,unacc
med,high,5more,2,med,high,unacc
med,high,5more,2,big,low,unacc
med,high,5more,2,big,med,unacc
med,,5more,2,big,high,unacc
,high,5more,4,small,low,unacc
med,,5more,4,small,med,unacc
med,high,5more,4,small,high,acc
med,high,5more,,med,,unacc
med,high,5more,4,med,med,acc
med,high,5more,4,med,high,acc
med,high,5more,4,big,low,unacc
med,high,5more,4,big,med,acc
med,high,5more,4,big,high,acc
med,high,5more,more,,low,unacc
med,high,5more,more,,med,unacc
med,high,5more,more,small,high,acc
med,high,5more,more,med,low,unacc
med,,5more,more,med,,acc
,high,5more,,med,high,acc
med,high,5more,more,big,low,unacc
med,high,5more,more,big,med,acc
med,,5more,more,big,high,acc
med,med,2,2,small,low,unacc
med,med,2,2,small,med,unacc
med,med,2,2,small,high,unacc
med,med,2,2,med,low,unacc
med,med,2,2,med,med,unacc
,med,2,2,med,high,unacc
med,med,2,2,big,low,unacc
med,med,2,2,big,med,
med,med,2,,big,high,unacc
med,med,2,4,small,low,unacc
med,med,2,4,small,med,acc
med,,2,4,small,high,acc
med,med,2,4,med,low,unacc
med,med,2,4,,med,acc
med,med,2,4,med,high,acc
med,med,2,4,big,low,unacc
med,med,2,4,big,med,acc
med,med,2,4,big,high,vgood
med,med,2,more,small,low,unacc
med,med,2,more,small,med,unacc
med,med,,more,small,high,unacc
med,med,2,more,,low,unacc
med,,2,more,,med,acc
med,med,2,more,med,high,acc
med,med,2,more,big,low,unacc
med,med,2,more,big,med,
med,med,,more,big,high,vgood
,med,,2,small,,
med,med,3,2,small,med,unacc
med,med,3,2,small,high,unacc
,med,3,2,med,low,unacc
med,,3,,med,med,unacc
med,,3,2,med,high,unacc
med,med,3,,big,low,unacc
med,med,3,2,big,med,unacc
med,med,3,2,big,high,unacc
med,med,3,4,small,low,unacc
med,med,3,4,small,med,acc
med,med,3,4,small,high,acc
med,med,3,4,med,low,unacc
med,med,3,4,med,med,acc
med,med,3,4,med,high,acc
med,med,3,4,big,low,unacc
,med,3,4,big,med,acc
,med,3,4,big,high,vgood
med,,3,more,small,,unacc
med,med,3,more,,med,
,med,3,more,small,high,acc
med,med,3,,,low,unacc
med,med,3,more,med,med,acc
med,med,3,more,,,vgood
med,med,3,more,big,low,unacc
med,med,3,,big,med,acc
med,med,3,more,big,,vgood
med,med,,2,small,low,unacc
med,,4,2,small,med,unacc
med,med,4,2,small,high,unacc
med,med,4,2,med,low,unacc
med,med,4,2,med,med,unacc
med,med,4,2,med,high,unacc
med,med,4,2,big,low,unacc
med,med,4,2,big,med,unacc
med,med,4,2,big,high,unacc
med,med,4,4,small,low,unacc
med,med,4,4,small,med,acc
med,med,,4,small,high,acc
med,med,4,4,med,low,unacc
med,med,4,4,med,med,acc
med,med,4,4,med,high,vgood
med,med,4,4,,low,unacc
med,med,4,4,big,med,acc
med,med,4,4,big,high,vgood
med,med,4,more,small,low,unacc
med,med,4,more,small,med,acc
med,med,4,more,small,high,acc
med,med,4,more,,low,unacc
med,med,4,more,med,,acc
med,med,4,more,med,high,vgood
med,med,4,more,big,low,unacc
med,med,4,more,big,med,acc
med,med,4,more,,high,vgood
med,med,5more,2,small,low,unacc
med,med,5more,2,small,med,unacc
med,med,5more,2,small,high,unacc
med,med,5more,2,med,low,unacc
med,med,,2,med,med,unacc
med,med,5more,,med,high,unacc
med,med,5more,2,big,low,unacc
med,med,5more,2,big,med,unacc
,med,5more,2,big,high,unacc
med,med,5more,4,small,low,unacc
med,med,5more,4,small,med,
med,med,5more,4,small,high,acc
med,med,5more,,med,low,
med,med,5more,4,med,med,acc
med,med,5more,4,med,high,vgood
med,med,5more,4,big,low,unacc
med,med,5more,4,big,med,acc
med,med,5more,4,big,high,vgood
med,,5more,more,small,low,unacc
med,med,5more,more,small,med,acc
med,med,5more,more,small,high,acc
med,med,5more,more,med,low,unacc
,med,5more,more,med,med,acc
med,,5more,more,med,high,vgood
med,,5more,more,big,low,unacc
med,med,5more,more,big,med,acc
med,med,5more,more,big,high,vgood
med,,2,2,small,low,unacc
med,low,2,2,small,med,unacc
med,low,2,2,small,high,unacc
med,low,2,,med,,unacc
med,low,2,2,med,med,unacc
med,low,2,2,med,high,unacc
med,low,2,2,big,low,unacc
med,low,2,2,big,med,unacc
med,low,2,2,big,high,unacc
med,low,2,,small,low,unacc
med,low,2,4,small,med,acc
med,low,2,4,small,high,good
med,low,2,4,med,,unacc
med,low,2,4,med,med,acc
med,low,2,4,med,high,good
med,low,2,4,big,low,unacc
med,low,,4,big,med,good
med,low,2,4,big,high,vgood
med,low,2,more,small,low,unacc
med,low,2,more,small,med,unacc
med,low,2,more,small,,unacc
med,low,2,more,med,low,unacc
med,low,2,more,med,med,
med,low,2,more,med,high,good
med,,2,more,big,low,unacc
med,low,2,more,big,med,good
med,low,2,more,big,high,vgood
med,low,3,2,small,low,unacc
med,low,3,2,small,med,unacc
med,low,3,2,small,high,unacc
med,low,3,2,med,,unacc
med,low,3,2,,med,
med,low,3,2,med,high,unacc
med,low,3,2,big,low,unacc
med,low,3,2,big,med,unacc
med,low,3,2,big,high,unacc
med,low,3,4,small,low,unacc
med,low,3,,small,med,acc
med,low,3,4,small,high,good
med,low,3,4,med,low,unacc
med,low,3,4,med,,acc
med,low,3,4,med,high,good
med,low,3,4,big,low,unacc
med,low,3,4,big,med,good
med,low,3,4,big,high,
,low,,more,small,low,unacc
med,low,3,more,small,med,
med,low,3,more,small,high,good
med,low,3,more,,low,
med,low,3,more,med,med,good
med,low,3,more,med,high,
med,low,3,more,big,low,unacc
med,low,3,more,big,med,good
med,low,3,more,big,high,
,low,4,2,small,low,unacc
med,low,4,2,small,med,unacc
med,low,4,2,small,,unacc
med,low,4,2,med,low,unacc
med,low,4,2,med,med,unacc
med,low,4,2,med,high,unacc
med,low,,2,big,low,unacc
med,low,4,2,big,med,unacc
med,low,4,2,big,high,unacc
med,low,4,4,small,low,unacc
med,low,4,,small,med,acc
med,low,4,4,small,high,good
med,low,4,4,med,low,unacc
med,low,4,4,med,med,good
med,low,4,4,med,high,vgood
med,low,4,4,big,low,unacc
med,low,4,4,big,med,good
med,,4,4,big,high,vgood
med,low,4,more,small,low,unacc
med,low,4,more,small,med,acc
med,low,4,more,small,high,good
med,low,4,more,med,low,unacc
med,low,4,more,med,med,good
med,low,4,more,med,,vgood
med,low,4,more,big,low,unacc
med,low,4,more,big,med,good
med,low,4,more,big,high,vgood
med,low,5more,2,small,low,unacc
med,,5more,2,small,med,unacc
med,low,5more,2,small,high,unacc
med,low,5more,2,med,low,unacc
med,low,5more,2,med,med,unacc
med,low,5more,2,med,high,unacc
med,low,5more,2,big,low,unacc
med,low,5more,2,big,med,unacc
med,low,5more,2,big,high,unacc
med,low,5more,4,small,low,
med,low,5more,4,small,med,acc
med,low,5more,4,small,high,good
med,low,5more,4,med,low,unacc
med,low,5more,4,med,med,good
med,low,5more,4,med,high,vgood
med,low,5more,4,big,low,unacc
med,low,5more,4,big,med,good
med,low,5more,4,big,high,vgood
med,low,5more,more,small,low,unacc
med,low,5more,more,small,med,acc
med,,5more,more,small,high,good
med,low,5more,more,med,low,unacc
med,low,5more,more,med,med,good
med,low,5more,more,med,high,vgood
med,low,5more,more,big,low,unacc
med,low,5more,more,big,med,good
med,low,5more,more,big,high,vgood
low,vhigh,2,2,small,low,unacc
low,vhigh,2,2,small,med,unacc
low,vhigh,2,2,small,high,unacc
low,vhigh,2,2,med,low,unacc
low,vhigh,2,2,med,med,unacc
,,2,2,med,high,
low,vhigh,2,2,big,low,unacc
low,vhigh,2,,big,med,unacc
low,vhigh,2,2,big,high,unacc
low,vhigh,2,4,small,,unacc
low,vhigh,,4,,med,unacc
low,vhigh,2,4,small,high,acc
low,vhigh,2,4,med,,unacc
low,vhigh,2,4,med,,unacc
low,vhigh,2,4,med,high,acc
low,vhigh,2,4,big,low,unacc
low,vhigh,2,4,big,med,acc
low,vhigh,2,4,big,high,acc
low,vhigh,2,more,small,low,unacc
,vhigh,2,more,small,med,unacc
low,vhigh,2,,small,high,unacc
low,vhigh,2,more,,low,unacc
low,vhigh,2,more,med,med,
low,vhigh,2,more,med,,acc
low,,2,more,big,low,unacc
low,vhigh,2,more,big,med,acc
low,vhigh,2,more,big,high,acc
low,vhigh,3,2,small,low,unacc
low,vhigh,3,2,small,med,unacc
low,vhigh,3,2,small,high,unacc
low,vhigh,3,2,med,low,unacc
low,vhigh,3,2,med,med,unacc
low,vhigh,3,2,med,high,unacc
low,vhigh,,2,big,low,unacc
low,vhigh,3,2,big,med,unacc
low,vhigh,3,2,big,high,unacc
low,vhigh,3,4,small,low,unacc
low,vhigh,3,4,small,med,unacc
,vhigh,3,4,small,high,acc
low,vhigh,3,4,med,low,unacc
low,vhigh,3,4,med,med,unacc
low,vhigh,3,4,med,high,
low,vhigh,3,4,big,low,unacc
low,vhigh,3,4,big,med,acc
low,vhigh,3,4,big,high,
low,vhigh,3,more,small,low,unacc
low,vhigh,3,more,small,,unacc
low,vhigh,3,more,small,high,acc
low,vhigh,3,more,med,low,unacc
low,vhigh,3,more,med,med,acc
low,,3,more,med,high,acc
low,vhigh,3,more,big,low,unacc
low,,3,more,big,med,acc
low,vhigh,3,more,big,high,acc
low,vhigh,4,,small,low,unacc
low,,4,2,small,med,unacc
low,vhigh,4,2,small,high,unacc
low,vhigh,4,2,med,low,unacc
low,vhigh,4,2,,med,unacc
low,vhigh,4,2,med,high,unacc
low,vhigh,4,2,big,low,unacc
low,vhigh,4,2,big,,unacc
,,4,2,big,high,unacc
low,vhigh,4,,small,low,unacc
low,,4,4,small,med,unacc
low,vhigh,4,4,,high,acc
low,vhigh,4,4,med,low,unacc
low,vhigh,4,4,med,med,acc
low,vhigh,4,4,med,,acc
low,vhigh,4,4,big,low,unacc
low,vhigh,4,4,big,med,acc
low,vhigh,4,4,big,high,acc
low,vhigh,4,more,small,,unacc
low,vhigh,4,more,,med,unacc
low,vhigh,4,more,small,high,acc
,vhigh,4,more,med,low,unacc
low,vhigh,4,more,med,med,acc
low,vhigh,4,more,med,high,acc
low,vhigh,,more,big,low,unacc
low,vhigh,4,more,big,med,acc
low,vhigh,4,more,big,high,acc
low,vhigh,5more,2,small,low,unacc
low,vhigh,5more,2,small,med,unacc
low,vhigh,5more,2,small,high,unacc
low,vhigh,5more,2,med,low,unacc
low,vhigh,5more,2,med,med,unacc
low,vhigh,5more,2,med,high,unacc
low,vhigh,5more,2,big,,unacc
low,vhigh,5more,2,big,med,unacc
low,vhigh,5more,2,big,,
low,vhigh,5more,4,small,low,unacc
low,vhigh,5more,4,small,med,unacc
low,vhigh,5more,4,small,high,acc
low,vhigh,5more,4,med,,unacc
low,vhigh,5more,4,med,med,acc
low,vhigh,5more,4,med,high,acc
low,vhigh,5more,4,big,low,unacc
low,vhigh,5more,4,,med,acc
low,vhigh,5more,4,big,high,acc
low,vhigh,5more,more,small,low,unacc
low,vhigh,5more,more,small,med,unacc
low,vhigh,5more,more,small,high,acc
low,vhigh,5more,more,med,low,unacc
low,vhigh,5more,more,med,med,acc
low,vhigh,5more,more,med,high,acc
low,vhigh,5more,more,big,,unacc
low,vhigh,5more,more,big,med,acc
low,,5more,more,,high,acc
low,high,2,2,small,low,unacc
low,high,2,2,small,med,unacc
,high,2,2,small,high,unacc
low,high,2,2,med,low,unacc
low,high,2,2,med,med,unacc
,high,2,2,med,high,unacc
low,high,2,2,big,low,unacc
low,high,2,2,big,,unacc
low,high,2,2,big,high,unacc
low,high,2,4,small,low,unacc
low,high,2,4,small,med,acc
low,high,2,4,small,high,acc
low,high,2,4,med,low,unacc
low,high,2,4,med,med,acc
low,high,2,4,med,high,acc
low,high,2,4,big,low,unacc
low,high,2,4,big,med,acc
,high,2,4,big,high,vgood
low,high,2,more,small,low,unacc
low,high,,more,small,,unacc
low,high,2,more,small,high,unacc
low,high,2,more,,low,unacc
low,high,2,more,med,med,acc
low,high,2,more,med,high,acc
low,high,2,more,big,low,unacc
low,high,,more,big,med,acc
,,2,more,big,high,vgood
low,,3,2,small,low,unacc
,high,3,2,small,med,unacc
low,high,3,2,small,,unacc
low,high,3,2,med,,unacc
low,high,3,2,med,med,unacc
low,,3,2,med,high,unacc
low,high,3,2,big,low,unacc
low,high,3,2,big,,unacc
low,high,,2,big,high,unacc
low,high,3,4,small,low,unacc
low,high,3,4,small,med,acc
low,high,3,4,small,high,acc
low,high,3,4,med,low,unacc
low,high,3,4,med,med,acc
low,high,3,4,med,high,acc
low,high,3,4,big,low,unacc
low,high,3,4,big,med,acc
low,high,3,4,big,high,vgood
low,high,3,more,small,low,unacc
low,high,3,more,small,med,acc
low,high,3,more,small,high,acc
low,high,3,more,med,low,unacc
low,high,3,more,med,med,acc
low,high,3,,med,high,vgood
low,high,3,more,big,,unacc
,high,3,more,big,med,acc
low,high,3,more,big,high,vgood
low,high,4,2,small,low,unacc
low,high,4,2,small,med,unacc
low,high,4,2,small,high,unacc
low,high,4,2,med,low,unacc
low,high,4,,med,med,unacc
low,high,4,2,med,high,unacc
,high,4,2,big,low,unacc
low,high,4,2,big,med,unacc
,high,4,2,big,high,unacc
low,high,4,4,small,low,unacc
low,high,4,4,small,med,acc
,high,4,4,small,high,acc
low,high,4,4,med,,unacc
low,high,4,4,med,med,
low,high,4,4,med,high,vgood
low,high,,4,big,low,unacc
low,high,4,4,big,med,acc
low,high,4,4,big,high,vgood
low,high,4,more,small,low,unacc
low,high,4,more,small,med,acc
low,high,4,more,small,high,acc
low,high,4,more,med,low,unacc
low,high,4,more,med,med,acc
low,high,4,more,med,high,vgood
low,,4,more,big,low,unacc
low,high,4,more,big,med,acc
low,high,4,more,big,high,vgood
,high,5more,2,small,low,unacc
low,high,5more,2,small,med,unacc
low,,5more,2,small,high,unacc
low,high,5more,2,med,,unacc
low,high,5more,2,med,med,unacc
low,high,5more,2,med,high,unacc
low,high,5more,2,big,low,unacc
low,high,5more,2,big,med,unacc
low,high,5more,2,big,high,unacc
low,high,,4,small,low,unacc
low,high,5more,4,small,med,acc
low,high,,4,,high,acc
low,high,5more,4,med,low,unacc
low,high,5more,4,med,med,acc
low,high,5more,4,med,high,vgood
low,high,5more,4,big,low,unacc
low,high,5more,,,med,acc
low,high,5more,4,big,high,vgood
low,high,5more,more,,low,unacc
low,high,5more,more,small,med,acc
low,high,5more,more,small,high,acc
low,high,5more,more,,low,unacc
low,high,5more,more,med,med,acc
low,high,5more,more,med,high,vgood
low,high,5more,more,big,low,unacc
low,high,5more,more,big,med,acc
low,high,5more,more,big,high,vgood
low,med,2,2,small,low,unacc
low,med,2,2,small,med,unacc
low,med,2,2,small,high,unacc
low,med,2,2,med,low,unacc
low,med,2,2,med,med,unacc
low,med,2,2,med,high,unacc
low,,2,2,big,low,unacc
low,med,2,2,big,med,unacc
low,med,2,2,,high,
low,med,2,4,small,low,unacc
low,med,2,4,small,med,acc
low,med,2,,small,high,good
low,med,2,4,med,low,unacc
low,,2,4,med,med,acc
low,med,2,4,med,high,good
low,med,2,4,,low,unacc
low,med,2,4,big,med,good
low,med,2,4,big,high,vgood
low,med,2,more,small,low,unacc
low,med,2,more,small,med,unacc
low,med,2,more,small,high,unacc
low,med,2,more,med,low,unacc
low,med,2,more,med,med,acc
low,med,2,more,med,high,good
low,med,2,more,big,low,unacc
low,med,,more,big,med,good
low,med,2,more,big,high,vgood
low,med,3,2,small,low,unacc
low,med,3,,small,med,unacc
low,med,3,2,small,high,unacc
low,,3,2,med,low,unacc
low,,3,,med,med,unacc
low,med,3,2,med,high,unacc
low,med,3,2,big,low,
low,med,3,2,big,med,unacc
low,,3,2,big,high,unacc
low,med,3,4,small,low,unacc
low,med,3,4,small,med,acc
low,med,3,4,small,high,good
low,,3,4,,low,unacc
low,med,3,4,med,med,acc
,med,3,4,med,high,good
low,med,3,4,big,low,unacc
low,med,3,,big,med,good
low,,3,4,big,high,vgood
low,med,3,more,small,low,unacc
low,med,3,more,small,med,acc
low,med,3,,small,high,good
low,med,3,more,,low,unacc
low,med,3,more,med,med,good
low,med,3,more,med,high,vgood
,med,3,,big,low,unacc
low,med,3,more,big,med,good
low,med,3,more,big,high,vgood
low,med,4,2,small,low,unacc
low,med,4,2,small,med,unacc
low,med,4,2,small,high,unacc
low,med,4,2,med,low,unacc
,med,4,2,med,med,
low,med,4,2,med,high,unacc
low,med,4,2,big,low,unacc
low,med,4,2,big,med,unacc
low,,,2,big,high,unacc
low,med,4,4,small,low,unacc
,med,4,4,small,med,acc
low,med,4,4,small,high,
low,med,4,4,med,low,unacc
low,med,4,4,med,med,good
low,med,4,4,med,high,vgood
low,med,4,4,big,low,unacc
low,med,4,4,big,med,good
low,med,4,4,big,high,vgood
low,med,4,more,,low,unacc
low,med,4,more,small,med,acc
low,med,4,more,,high,good
low,med,4,more,med,low,unacc
low,,4,more,med,med,good
low,med,4,more,med,high,vgood
low,med,4,more,big,low,unacc
low,med,4,more,big,med,good
low,med,4,more,big,high,vgood
low,med,5more,2,small,low,unacc
low,med,,2,small,med,unacc
low,,5more,,small,high,unacc
low,med,5more,2,med,low,unacc
low,med,5more,2,med,med,unacc
low,,5more,2,med,high,unacc
low,med,5more,2,big,low,unacc
low,med,5more,,big,med,unacc
low,med,5more,2,big,high,unacc
low,med,5more,4,small,low,unacc
low,med,5more,,small,med,acc
low,med,5more,4,small,high,good
low,med,5more,4,med,low,unacc
low,med,5more,4,med,med,good
low,med,5more,4,med,high,vgood
low,med,5more,4,big,low,unacc
low,med,5more,4,big,med,good
low,med,5more,,big,high,vgood
low,med,5more,more,small,low,unacc
,med,5more,more,small,med,acc
low,med,5more,more,small,high,good
low,med,5more,more,,low,unacc
low,med,5more,more,med,med,good
low,med,5more,more,med,high,vgood
low,med,5more,more,big,low,unacc
low,med,5more,more,,med,good
low,med,5more,more,big,high,vgood
low,low,2,2,,low,unacc
low,low,2,2,small,med,unacc
low,low,2,2,small,,unacc
low,low,2,2,med,low,unacc
low,low,2,2,med,med,unacc
low,low,2,,,high,unacc
low,,2,2,big,low,unacc
low,low,2,2,big,,unacc
low,low,2,,big,high,unacc
low,low,2,4,small,low,unacc
low,low,2,,small,,acc
low,low,2,4,small,high,good
low,low,2,4,med,low,unacc
low,low,2,4,med,med,acc
low,low,2,4,med,high,good
low,low,2,4,big,low,unacc
low,low,2,4,big,med,good
low,low,2,4,big,high,
low,low,2,more,small,,unacc
low,low,2,more,small,med,unacc
low,low,2,more,small,high,unacc
low,low,2,more,,low,unacc
,low,2,more,med,med,acc
low,low,2,more,med,high,good
low,low,2,more,big,low,unacc
